gene_id	gene_name	gene_type	mean_expression	median_expression
ENSG00000250132.6	AC004803.1	lncRNA	138.41795	124.0
ENSG00000250133.2	HOXC-AS2	lncRNA	2.0762548	0.0
ENSG00000250135.1	AL049795.2	lncRNA	0.1418919	0.0
ENSG00000250137.1	AC093607.1	lncRNA	0.28764477	0.0
ENSG00000250138.4	AC139495.2	unprocessed_pseudogene	376.51447	216.0
ENSG00000250140.1	AC026801.1	processed_pseudogene	1.1100386	0.0
ENSG00000250141.1	LINC02276	lncRNA	0.13127413	0.0
ENSG00000250144.1	AC104619.3	processed_pseudogene	363.85522	54.0
ENSG00000250145.1	AC114940.1	processed_pseudogene	0.4642857	0.0
ENSG00000250147.1	MORF4L2P1	processed_pseudogene	0.52220076	0.0
ENSG00000250148.1	KRT8P31	processed_pseudogene	5.605212	1.0
ENSG00000250149.2	AC104664.1	lncRNA	0.19787645	0.0
ENSG00000250150.1	AC079349.1	lncRNA	0.023166023	0.0
ENSG00000250151.9	ARPC4-TTLL3	protein_coding	0.71814674	0.0
ENSG00000250155.2	AC008957.1	lncRNA	249.79826	156.5
ENSG00000250156.3	LINC02060	lncRNA	1.2191119	0.0
ENSG00000250158.1	AC099509.2	lncRNA	0.83590734	0.0
ENSG00000250159.7	AC106791.1	lncRNA	166.79922	112.5
ENSG00000250161.1	TRMT112P5	processed_pseudogene	0.0144787645	0.0
ENSG00000250162.1	CSNK1A1P3	processed_pseudogene	3.3687258	2.0
ENSG00000250164.1	AC022447.7	lncRNA	0.4015444	0.0
ENSG00000250166.3	AC053513.1	lncRNA	5.8754826	4.0
ENSG00000250167.1	AC034206.1	lncRNA	0.46332046	0.0
ENSG00000250169.1	MTND5P13	processed_pseudogene	0.07818533	0.0
ENSG00000250170.1	RASA2-IT1	lncRNA	32.578186	22.0
ENSG00000250173.1	AC122719.2	lncRNA	2.030888	0.0
ENSG00000250174.5	MYLK-AS2	lncRNA	1.8667954	1.0
ENSG00000250180.1	AC074344.2	lncRNA	0.6486486	0.0
ENSG00000250182.3	EEF1A1P13	processed_pseudogene	1325.3794	456.5
ENSG00000250183.2	AC097173.1	transcribed_unprocessed_pseudogene	0.043436293	0.0
ENSG00000250185.2	RCC2P8	processed_pseudogene	1.3610039	0.0
ENSG00000250186.3	AC091180.3	lncRNA	0.0	0.0
ENSG00000250189.2	AC097504.1	processed_pseudogene	4.1322393	0.0
ENSG00000250190.2	LINC02364	lncRNA	0.05984556	0.0
ENSG00000250191.1	AC105252.1	unprocessed_pseudogene	0.021235522	0.0
ENSG00000250192.1	AC105390.1	lncRNA	1.0482626	0.0
ENSG00000250193.1	AC082650.1	lncRNA	0.0492278	0.0
ENSG00000250194.1	AC109458.1	processed_pseudogene	0.86969113	0.0
ENSG00000250195.1	AC109927.1	lncRNA	7.0530887	5.0
ENSG00000250197.1	HMGN1P15	processed_pseudogene	3.1882238	2.0
ENSG00000250198.3	LINC02199	lncRNA	0.45173746	0.0
ENSG00000250200.1	AC105914.1	processed_pseudogene	0.011583012	0.0
ENSG00000250202.2	AC093827.2	processed_pseudogene	1.2297298	1.0
ENSG00000250204.2	TTTY23B	transcribed_unprocessed_pseudogene	0.002895753	0.0
ENSG00000250205.1	YWHAEP4	processed_pseudogene	0.0492278	0.0
ENSG00000250207.1	AC079776.2	unprocessed_pseudogene	0.032818533	0.0
ENSG00000250208.6	FZD10-AS1	lncRNA	0.93822396	0.0
ENSG00000250210.5	FO082796.1	unprocessed_pseudogene	0.036679536	0.0
ENSG00000250213.2	AC025554.1	processed_pseudogene	0.009652509	0.0
ENSG00000250214.1	AC112225.1	processed_pseudogene	10.396718	7.0
ENSG00000250215.1	CIR1P2	processed_pseudogene	3.6949806	2.0
ENSG00000250218.1	ALDH1L1-AS1	lncRNA	0.25	0.0
ENSG00000250219.2	LTV1P1	processed_pseudogene	1.1196911	0.0
ENSG00000250220.1	AC053527.2	lncRNA	29.372587	24.5
ENSG00000250221.1	KRT8P32	processed_pseudogene	0.27316603	0.0
ENSG00000250222.2	AC008443.4	lncRNA	6.2017374	4.0
ENSG00000250223.1	LINC01216	lncRNA	0.26930502	0.0
ENSG00000250227.1	TRIM60P14	processed_pseudogene	0.5501931	0.0
ENSG00000250229.1	AC111193.1	processed_pseudogene	0.07239382	0.0
ENSG00000250230.3	AP002754.1	lncRNA	0.3542471	0.0
ENSG00000250231.1	USP17L16P	unprocessed_pseudogene	0.046332046	0.0
ENSG00000250234.1	AC025754.1	lncRNA	0.55984557	0.0
ENSG00000250237.1	AC010273.3	lncRNA	0.48745173	0.0
ENSG00000250238.1	AC253576.1	processed_pseudogene	0.6515444	0.0
ENSG00000250240.6	AC008840.1	lncRNA	17.186293	8.0
ENSG00000250241.6	AC105383.1	lncRNA	10.8059845	0.0
ENSG00000250242.1	AC094104.1	lncRNA	0.58301157	0.0
ENSG00000250243.3	AC110296.1	lncRNA	0.03088803	0.0
ENSG00000250244.5	AC010307.4	lncRNA	0.2934363	0.0
ENSG00000250247.1	SEPHS2P1	processed_pseudogene	0.253861	0.0
ENSG00000250249.2	AC105313.1	processed_pseudogene	0.04150579	0.0
ENSG00000250250.2	CTD-2350J17.1	lncRNA	0.1891892	0.0
ENSG00000250251.6	PKD1P6	transcribed_unprocessed_pseudogene	1133.2423	945.5
ENSG00000250252.2	LINC02430	lncRNA	0.08301158	0.0
ENSG00000250253.3	AC117522.3	processed_pseudogene	0.16505791	0.0
ENSG00000250254.2	PTTG2	protein_coding	13.195946	9.0
ENSG00000250256.1	AC108112.1	lncRNA	0.0472973	0.0
ENSG00000250257.1	LDHAL6DP	unprocessed_pseudogene	0.13513513	0.0
ENSG00000250258.1	AC008496.2	lncRNA	1.0752896	0.0
ENSG00000250259.1	AC019103.1	lncRNA	8.666023	4.0
ENSG00000250260.1	AC113382.2	lncRNA	12.244208	10.0
ENSG00000250261.1	CCDC74BP1	unprocessed_pseudogene	20.389961	11.0
ENSG00000250263.2	LINC02509	lncRNA	0.11389961	0.0
ENSG00000250264.1	AL669918.1	protein_coding	0.45752895	0.0
ENSG00000250266.2	LINC01612	lncRNA	1.2326255	0.0
ENSG00000250267.2	AC021237.1	lncRNA	8.629344	5.0
ENSG00000250268.3	ALG1L14P	unprocessed_pseudogene	0.5434363	0.0
ENSG00000250271.2	AC068647.2	transcribed_unprocessed_pseudogene	1.1795367	0.0
ENSG00000250272.1	TRMT112P1	processed_pseudogene	0.08880309	0.0
ENSG00000250273.1	PSMC1P5	processed_pseudogene	2.5820463	0.0
ENSG00000250274.2	AC034199.1	lncRNA	18.324324	5.0
ENSG00000250277.2	AC021146.7	processed_pseudogene	0.53667957	0.0
ENSG00000250280.2	AC026124.1	lncRNA	269.48648	142.5
ENSG00000250282.1	AC002401.2	lncRNA	4.757722	3.0
ENSG00000250284.3	AC109439.1	lncRNA	0.29054055	0.0
ENSG00000250286.2	AC021491.2	lncRNA	2.9710424	2.0
ENSG00000250289.1	VWA8P1	processed_pseudogene	0.10521235	0.0
ENSG00000250290.1	NCAPGP1	processed_pseudogene	32.61197	19.0
ENSG00000250292.1	AC093844.1	processed_pseudogene	0.69401544	0.0
ENSG00000250293.1	CRYZP2	processed_pseudogene	1.6776062	0.0
ENSG00000250295.6	RDH10-AS1	lncRNA	19.894787	11.0
ENSG00000250298.6	GIMD1	protein_coding	1.6901544	1.0
ENSG00000250299.6	MRPS31P4	transcribed_unprocessed_pseudogene	65.79247	55.5
ENSG00000250300.1	AP001960.1	unprocessed_pseudogene	0.13610038	0.0
ENSG00000250302.3	LINC01618	lncRNA	4.3291507	2.0
ENSG00000250303.4	LINC02762	lncRNA	96.75097	75.0
ENSG00000250304.2	ZBED1P1	processed_pseudogene	0.57625484	0.0
ENSG00000250305.9	TRMT9B	protein_coding	138.69016	41.0
ENSG00000250306.1	AC091826.1	processed_pseudogene	1.411197	0.0
ENSG00000250307.2	TUBB8P3	processed_pseudogene	0.31563705	0.0
ENSG00000250308.2	SALL4P1	processed_pseudogene	0.3146718	0.0
ENSG00000250309.2	AC008453.1	lncRNA	0.0	0.0
ENSG00000250310.2	AC006487.2	lncRNA	1.4073359	0.0
ENSG00000250312.8	ZNF718	protein_coding	468.833	371.0
ENSG00000250313.3	LINC02229	lncRNA	0.17760618	0.0
ENSG00000250315.2	AC110760.2	transcribed_processed_pseudogene	0.12355212	0.0
ENSG00000250316.1	AC068880.1	unprocessed_pseudogene	0.44787645	0.0
ENSG00000250317.8	SMIM20	protein_coding	335.04538	251.0
ENSG00000250318.1	AC003072.1	unprocessed_pseudogene	50.247105	39.0
ENSG00000250319.1	AC010460.2	processed_pseudogene	0.055984557	0.0
ENSG00000250320.6	EDIL3-DT	lncRNA	8.28861	0.0
ENSG00000250321.1	AC079140.2	processed_pseudogene	99.89189	40.0
ENSG00000250322.2	AC026402.1	processed_pseudogene	1.1283784	0.0
ENSG00000250324.2	MRPL22P1	processed_pseudogene	2.761583	1.0
ENSG00000250325.1	IGBP1P4	processed_pseudogene	5.0839767	3.0
ENSG00000250326.2	AC104596.1	lncRNA	42.84556	34.0
ENSG00000250327.1	RPSAP70	processed_pseudogene	0.57239383	0.0
ENSG00000250328.6	MGC32805	lncRNA	1.2355212	0.0
ENSG00000250329.1	KDELC1P1	processed_pseudogene	22.299229	14.0
ENSG00000250330.1	AC016559.3	processed_pseudogene	5.8774133	3.0
ENSG00000250331.2	LINC01340	lncRNA	6.17278	2.0
ENSG00000250332.1	AC010460.3	processed_pseudogene	3.3967183	1.0
ENSG00000250333.2	AC093725.2	lncRNA	0.5868726	0.0
ENSG00000250334.6	LINC00989	lncRNA	43.582047	5.0
ENSG00000250337.7	PURPL	lncRNA	58.031853	2.0
ENSG00000250338.1	AC095057.2	lncRNA	5.084942	2.0
ENSG00000250339.2	CXCL1P1	processed_pseudogene	0.0511583	0.0
ENSG00000250340.1	LINC02494	lncRNA	0.012548262	0.0
ENSG00000250341.1	LINC02510	lncRNA	0.03764479	0.0
ENSG00000250342.1	SNRPCP16	processed_pseudogene	3.1988418	2.0
ENSG00000250343.1	STK32A-AS1	lncRNA	0.13996139	0.0
ENSG00000250344.1	AC105254.1	lncRNA	3.9835908	0.0
ENSG00000250345.2	AC104090.1	processed_pseudogene	2.6438224	1.0
ENSG00000250346.1	EEF1GP2	processed_pseudogene	10.1940155	2.0
ENSG00000250347.1	AC005740.2	processed_pseudogene	3.3436294	2.0
ENSG00000250348.1	AC113404.1	lncRNA	2.695946	1.0
ENSG00000250349.3	AF241726.1	protein_coding	0.0	0.0
ENSG00000250350.1	AC104819.2	unprocessed_pseudogene	0.21138996	0.0
ENSG00000250351.1	H3P20	processed_pseudogene	0.027027028	0.0
ENSG00000250354.1	AC069272.1	lncRNA	0.95173746	0.0
ENSG00000250356.1	HSPE1P23	processed_pseudogene	0.036679536	0.0
ENSG00000250357.1	AC108935.1	lncRNA	0.09555984	0.0
ENSG00000250358.6	LINC02200	lncRNA	0.32335907	0.0
ENSG00000250359.1	PTP4A1P4	processed_pseudogene	0.23262548	0.0
ENSG00000250360.1	AC008808.2	lncRNA	0.20656371	0.0
ENSG00000250361.9	GYPB	protein_coding	332.3774	45.0
ENSG00000250362.1	AC008592.1	lncRNA	3.2915058	1.0
ENSG00000250363.1	KRT18P21	processed_pseudogene	0.19208494	0.0
ENSG00000250365.7	AL139353.2	lncRNA	21.89865	15.5
ENSG00000250366.3	TUNAR	protein_coding	3.0646718	1.0
ENSG00000250371.1	AC007370.2	lncRNA	2.4237452	1.0
ENSG00000250372.1	MARK2P4	processed_pseudogene	0.08108108	0.0
ENSG00000250374.4	TRIM75P	protein_coding	1.9102317	1.0
ENSG00000250375.2	AC097501.1	lncRNA	0.0019305019	0.0
ENSG00000250376.1	AC093720.1	unprocessed_pseudogene	0.05019305	0.0
ENSG00000250377.2	AC008525.1	lncRNA	2.7451737	0.0
ENSG00000250378.4	AC114296.1	lncRNA	2.0714285	0.0
ENSG00000250379.1	AC020659.2	lncRNA	1.2528957	1.0
ENSG00000250381.1	UNC93B4	unprocessed_pseudogene	0.5839768	0.0
ENSG00000250383.1	AC008871.1	lncRNA	7.5530887	4.0
ENSG00000250384.1	UBE2CP3	processed_pseudogene	18.289576	7.0
ENSG00000250385.2	AC106772.2	lncRNA	0.26930502	0.0
ENSG00000250386.1	H3P21	processed_pseudogene	0.016409267	0.0
ENSG00000250387.3	LINC02197	lncRNA	1.1776062	0.0
ENSG00000250389.1	MTND6P2	processed_pseudogene	0.017374517	0.0
ENSG00000250390.2	AP001790.1	lncRNA	4.321429	1.0
ENSG00000250391.1	CRLF3P2	processed_pseudogene	0.5028958	0.0
ENSG00000250392.2	LINC02502	lncRNA	0.025096525	0.0
ENSG00000250393.1	AC093664.1	processed_pseudogene	1.304054	0.0
ENSG00000250397.2	AP006623.1	lncRNA	101.301155	87.0
ENSG00000250398.1	AC097467.2	processed_pseudogene	0.07528958	0.0
ENSG00000250402.2	AC109471.1	lncRNA	0.11969112	0.0
ENSG00000250403.1	AC097460.1	processed_pseudogene	2.0646718	1.0
ENSG00000250405.2	AC113367.3	processed_pseudogene	1.2731661	1.0
ENSG00000250406.2	AC109811.1	lncRNA	1.1814672	0.0
ENSG00000250407.1	AC008728.1	lncRNA	0.3542471	0.0
ENSG00000250409.1	AC010608.1	lncRNA	0.26061776	0.0
ENSG00000250410.1	AC112722.1	lncRNA	8.744208	4.0
ENSG00000250412.1	KLHL2P1	unprocessed_pseudogene	8.959459	6.0
ENSG00000250413.1	SLC2A9-AS1	lncRNA	4.1940155	2.0
ENSG00000250415.1	AC022113.1	lncRNA	7.2374516	3.0
ENSG00000250416.2	SEC63P2	processed_pseudogene	0.41505793	0.0
ENSG00000250417.1	LINC02116	lncRNA	0.055984557	0.0
ENSG00000250418.1	AC093292.1	lncRNA	0.022200773	0.0
ENSG00000250420.8	AACSP1	transcribed_unprocessed_pseudogene	8.275097	1.0
ENSG00000250421.5	AC106798.1	lncRNA	0.98455596	0.0
ENSG00000250422.1	AC117529.2	processed_pseudogene	0.265444	0.0
ENSG00000250423.2	KIAA1210	protein_coding	11.072393	2.0
ENSG00000250424.4	AC004691.2	protein_coding	0.0	0.0
ENSG00000250425.1	OR7E35P	unprocessed_pseudogene	1.3976834	0.0
ENSG00000250426.2	FTLP10	transcribed_processed_pseudogene	0.8465251	0.0
ENSG00000250427.1	LINC02148	lncRNA	1.8947877	0.0
ENSG00000250428.1	MRS2P1	processed_pseudogene	0.4391892	0.0
ENSG00000250430.1	AC106872.7	processed_pseudogene	0.1418919	0.0
ENSG00000250431.1	AC105914.2	lncRNA	0.044401545	0.0
ENSG00000250432.5	FAM242C	lncRNA	0.7905405	0.0
ENSG00000250433.1	CLSTN2-AS1	lncRNA	9.6679535	0.0
ENSG00000250436.1	LINC02499	lncRNA	0.086872585	0.0
ENSG00000250437.1	LINC02161	lncRNA	0.21235521	0.0
ENSG00000250438.1	AC025465.3	lncRNA	0.03957529	0.0
ENSG00000250441.1	AC109481.1	processed_pseudogene	4.354247	2.0
ENSG00000250442.1	EIF3KP3	processed_pseudogene	0.6293436	0.0
ENSG00000250444.1	CCT5P1	processed_pseudogene	32.914093	16.0
ENSG00000250446.1	LINC01332	lncRNA	0.06563707	0.0
ENSG00000250447.6	LINC02105	lncRNA	0.8861004	0.0
ENSG00000250448.1	AC092335.1	lncRNA	0.15637065	0.0
ENSG00000250451.5	HOXC-AS1	lncRNA	1.1496139	0.0
ENSG00000250453.2	AC008825.1	lncRNA	0.22393823	0.0
ENSG00000250455.1	AC117532.1	unprocessed_pseudogene	0.9121622	0.0
ENSG00000250456.1	LINC02260	lncRNA	0.18146718	0.0
ENSG00000250458.2	AC093767.1	processed_pseudogene	0.23938224	0.0
ENSG00000250461.1	AC122718.1	processed_pseudogene	37.256756	24.0
ENSG00000250462.8	LRRC37BP1	transcribed_unprocessed_pseudogene	317.09265	254.0
ENSG00000250464.1	LRRC34P2	processed_pseudogene	0.20656371	0.0
ENSG00000250467.1	PHOX2B-AS1	lncRNA	0.0472973	0.0
ENSG00000250470.1	AC253536.5	unprocessed_pseudogene	0.0019305019	0.0
ENSG00000250471.2	GMPSP1	processed_pseudogene	11.665058	5.0
ENSG00000250472.1	TRIM36-IT1	lncRNA	2.626448	1.0
ENSG00000250473.1	DUTP7	processed_pseudogene	34.87645	27.0
ENSG00000250474.2	WBP1LP2	processed_pseudogene	5.8774133	4.0
ENSG00000250475.1	AC017037.2	unprocessed_pseudogene	0.31370658	0.0
ENSG00000250476.1	ENPP7P9	processed_pseudogene	0.8648649	0.0
ENSG00000250479.9	CHCHD10	protein_coding	545.07043	249.0
ENSG00000250480.3	AC034244.2	processed_pseudogene	0.56563705	0.0
ENSG00000250481.2	AC010451.1	lncRNA	0.024131274	0.0
ENSG00000250482.3	DUX4L51	processed_pseudogene	0.0	0.0
ENSG00000250483.1	PPM1AP1	processed_pseudogene	3.1061776	1.0
ENSG00000250484.2	PPIAP76	processed_pseudogene	0.38320464	0.0
ENSG00000250485.1	EXOC7P1	processed_pseudogene	0.2046332	0.0
ENSG00000250486.5	FAM218A	lncRNA	3.3262548	1.0
ENSG00000250488.2	LINC02233	lncRNA	0.106177606	0.0
ENSG00000250490.1	LINC02145	lncRNA	14.096525	7.0
ENSG00000250492.1	INTS6P1	processed_pseudogene	7.2625484	3.0
ENSG00000250493.2	AP004147.1	lncRNA	2.996139	1.0
ENSG00000250494.1	AC009646.1	processed_pseudogene	0.07625483	0.0
ENSG00000250496.2	ABT1P1	processed_pseudogene	6.3445945	3.0
ENSG00000250497.1	AC007126.1	lncRNA	1.1949807	0.0
ENSG00000250500.1	AC017007.4	processed_pseudogene	0.17374517	0.0
ENSG00000250501.3	AC093766.1	lncRNA	13.434363	4.0
ENSG00000250503.1	AC093831.1	lncRNA	0.0038610038	0.0
ENSG00000250504.2	KRT18P51	processed_pseudogene	0.13803089	0.0
ENSG00000250505.1	AC006499.3	processed_pseudogene	0.9507722	0.0
ENSG00000250506.8	CDK3	protein_coding	10.147683	8.0
ENSG00000250507.1	AC245884.6	transcribed_unprocessed_pseudogene	1.4140927	0.0
ENSG00000250508.1	LINC02701	lncRNA	126.33205	83.0
ENSG00000250509.2	AC034213.1	lncRNA	0.6766409	0.0
ENSG00000250510.8	GPR162	protein_coding	325.056	137.0
ENSG00000250511.1	AC098798.1	lncRNA	0.73841697	0.0
ENSG00000250514.1	LINC02125	lncRNA	0.38610038	0.0
ENSG00000250515.1	AC116353.4	processed_pseudogene	0.21138996	0.0
ENSG00000250516.1	AC021678.1	processed_pseudogene	0.82239383	0.0
ENSG00000250517.2	LDHAL6CP	transcribed_processed_pseudogene	0.24324325	0.0
ENSG00000250519.7	AP002784.1	lncRNA	21.74421	16.0
ENSG00000250522.1	AC004066.1	lncRNA	0.6718147	0.0
ENSG00000250523.1	AC093909.3	processed_pseudogene	0.044401545	0.0
ENSG00000250524.1	AC106821.1	lncRNA	0.04054054	0.0
ENSG00000250526.1	CCT6P2	processed_pseudogene	9.542471	5.0
ENSG00000250529.1	LINC02121	lncRNA	0.0048262547	0.0
ENSG00000250532.1	AC021180.1	lncRNA	0.47200772	0.0
ENSG00000250535.1	STK19B	unprocessed_pseudogene	3.807915	1.0
ENSG00000250536.1	ABHD17AP3	unprocessed_pseudogene	38.949806	20.0
ENSG00000250538.6	AC104407.1	lncRNA	0.077220075	0.0
ENSG00000250539.1	KRT8P33	processed_pseudogene	146.99904	118.0
ENSG00000250540.1	AC104685.1	processed_pseudogene	3.1090734	1.0
ENSG00000250541.1	AC092436.3	lncRNA	17.112934	8.0
ENSG00000250543.1	AC110716.1	lncRNA	0.054054055	0.0
ENSG00000250544.2	LINC02059	lncRNA	8.147683	0.0
ENSG00000250546.6	AC079160.1	lncRNA	0.6438224	0.0
ENSG00000250547.1	AC079238.1	processed_pseudogene	0.13996139	0.0
ENSG00000250548.7	LINC01303	lncRNA	152.1834	80.0
ENSG00000250550.3	PPBPP1	transcribed_unprocessed_pseudogene	0.32818532	0.0
ENSG00000250551.1	MIR583HG	lncRNA	1.5646719	1.0
ENSG00000250555.2	AC008525.2	lncRNA	0.0	0.0
ENSG00000250556.1	CCDC34P1	processed_pseudogene	0.2953668	0.0
ENSG00000250560.2	AC093870.1	processed_pseudogene	0.015444015	0.0
ENSG00000250561.2	OR7E59P	unprocessed_pseudogene	0.34942085	0.0
ENSG00000250562.1	RPL38P4	processed_pseudogene	0.61003864	0.0
ENSG00000250563.1	KNOP1P5	processed_pseudogene	0.253861	0.0
ENSG00000250564.2	AC109454.3	lncRNA	4.222973	1.0
ENSG00000250565.7	ATP6V1E2	protein_coding	162.65733	143.5
ENSG00000250566.1	UGT2B29P	unprocessed_pseudogene	0.064671814	0.0
ENSG00000250567.1	AC010406.1	lncRNA	0.16409266	0.0
ENSG00000250568.1	AC098591.3	processed_pseudogene	101.24421	88.0
ENSG00000250569.1	NTAN1P2	processed_pseudogene	20.826254	15.0
ENSG00000250571.7	GLI4	protein_coding	344.02798	308.5
ENSG00000250572.1	AC108516.1	lncRNA	0.18822394	0.0
ENSG00000250573.1	AC006499.4	processed_pseudogene	0.9527027	0.0
ENSG00000250574.1	AC112173.1	processed_pseudogene	13.82529	6.0
ENSG00000250575.1	AL732372.3	unprocessed_pseudogene	3.042471	1.0
ENSG00000250576.1	AC012629.1	lncRNA	0.115830116	0.0
ENSG00000250577.1	AC109927.2	lncRNA	2.0675676	1.0
ENSG00000250579.2	CTD-2297D10.2	lncRNA	0.89671814	0.0
ENSG00000250580.1	SNRPCP8	processed_pseudogene	0.33783785	0.0
ENSG00000250582.1	SMAD1-AS2	lncRNA	23.95753	13.0
ENSG00000250583.1	AC034232.1	lncRNA	1.1061776	0.0
ENSG00000250584.3	LINC01511	lncRNA	5.34556	2.0
ENSG00000250585.3	LINC00604	lncRNA	0.39478764	0.0
ENSG00000250587.2	HPRT1P2	processed_pseudogene	0.021235522	0.0
ENSG00000250590.6	LINC02492	lncRNA	0.265444	0.0
ENSG00000250591.3	PRSS3P1	unprocessed_pseudogene	1.3667954	0.0
ENSG00000250592.1	AC055733.2	lncRNA	36.033783	27.0
ENSG00000250594.2	RNF14P2	processed_pseudogene	0.14671814	0.0
ENSG00000250596.2	AC096751.1	transcribed_processed_pseudogene	5.1669884	1.0
ENSG00000250597.5	AC093689.1	lncRNA	0.05888031	0.0
ENSG00000250600.1	ROPN1L-AS1	lncRNA	1.9015445	1.0
ENSG00000250602.6	AC093535.1	lncRNA	22.256756	13.0
ENSG00000250603.1	AC068658.1	lncRNA	0.84362936	0.0
ENSG00000250604.1	AC098679.1	lncRNA	0.0	0.0
ENSG00000250608.2	AC010210.1	lncRNA	64.99035	43.5
ENSG00000250609.1	AC110753.1	processed_pseudogene	0.68725866	0.0
ENSG00000250611.1	AC098862.1	processed_pseudogene	0.04054054	0.0
ENSG00000250612.2	AC114786.2	processed_pseudogene	2.0511582	0.0
ENSG00000250613.1	AC110768.2	processed_pseudogene	0.58011585	0.0
ENSG00000250614.1	AC005522.1	lncRNA	6.707529	4.0
ENSG00000250615.1	AC008581.1	lncRNA	0.0	0.0
ENSG00000250616.2	AC012645.1	lncRNA	15.444981	9.0
ENSG00000250618.1	AC023141.11	unprocessed_pseudogene	0.006756757	0.0
ENSG00000250619.1	AC021088.1	lncRNA	0.083976835	0.0
ENSG00000250620.2	LINC02515	lncRNA	1.088803	0.0
ENSG00000250622.1	AC093325.1	processed_pseudogene	1.503861	0.0
ENSG00000250623.1	AL136360.2	lncRNA	1.0608108	0.0
ENSG00000250624.1	MTCYBP43	unprocessed_pseudogene	0.48262548	0.0
ENSG00000250625.1	AL031073.1	unprocessed_pseudogene	0.027027028	0.0
ENSG00000250626.3	AC093909.4	lncRNA	0.3030888	0.0
ENSG00000250627.2	TTC39CP1	processed_pseudogene	0.29826254	0.0
ENSG00000250629.1	AC091435.2	lncRNA	0.52799225	0.0
ENSG00000250630.1	MTCO1P35	unprocessed_pseudogene	0.010617761	0.0
ENSG00000250632.1	LINC02171	lncRNA	0.25	0.0
ENSG00000250634.6	LINC01182	lncRNA	3.3474903	1.0
ENSG00000250635.1	CXXC5-AS1	lncRNA	94.97587	57.0
ENSG00000250636.1	AC019193.1	processed_pseudogene	0.115830116	0.0
ENSG00000250637.2	AC134698.1	unprocessed_pseudogene	0.074324325	0.0
ENSG00000250640.2	OR7E41P	unprocessed_pseudogene	0.63320464	0.0
ENSG00000250641.1	LY6G6F-LY6G6D	protein_coding	1.3861004	0.0
ENSG00000250642.3	AC098799.3	unprocessed_pseudogene	1.2171814	0.0
ENSG00000250643.1	AC083906.3	lncRNA	10.024131	5.0
ENSG00000250644.3	AC068580.4	protein_coding	210.13417	80.5
ENSG00000250645.1	AC010442.2	processed_pseudogene	2.1949806	0.0
ENSG00000250646.1	AC111194.2	lncRNA	0.15057915	0.0
ENSG00000250650.1	AC093534.1	processed_pseudogene	0.012548262	0.0
ENSG00000250651.1	PABPC1P7	processed_pseudogene	8.49807	5.0
ENSG00000250654.7	AC023794.3	transcribed_unprocessed_pseudogene	11.690154	4.0
ENSG00000250655.1	AC096661.1	processed_pseudogene	0.026061775	0.0
ENSG00000250656.2	ST3GAL1P1	processed_pseudogene	11.3059845	9.0
ENSG00000250657.1	AC097451.1	lncRNA	0.14285715	0.0
ENSG00000250658.1	AC097652.1	lncRNA	3.157336	0.0
ENSG00000250659.2	AP001363.1	lncRNA	225.95174	86.5
ENSG00000250662.1	HNRNPKP5	processed_pseudogene	1.4411197	0.0
ENSG00000250665.1	AC073429.1	lncRNA	0.032818533	0.0
ENSG00000250666.1	LINC01596	lncRNA	1.5897683	0.0
ENSG00000250667.1	AC106774.1	processed_pseudogene	0.18725869	0.0
ENSG00000250668.2	LINC02123	lncRNA	0.08204633	0.0
ENSG00000250669.1	AC112206.4	processed_pseudogene	0.40830114	0.0
ENSG00000250670.1	AC004063.1	lncRNA	0.36486486	0.0
ENSG00000250672.1	AC010343.2	processed_pseudogene	1.2007722	0.0
ENSG00000250673.2	REELD1	protein_coding	30.126448	13.0
ENSG00000250674.1	AC136628.1	lncRNA	0.70752895	0.0
ENSG00000250677.1	AC114781.3	processed_pseudogene	6.9324327	3.0
ENSG00000250678.1	AC008629.2	processed_pseudogene	0.0	0.0
ENSG00000250681.1	AL121796.1	lncRNA	0.055019304	0.0
ENSG00000250682.6	LINC00491	lncRNA	2.0743244	0.0
ENSG00000250684.4	ADI1P2	processed_pseudogene	0.34942085	0.0
ENSG00000250685.7	AC009123.1	lncRNA	0.72490346	0.0
ENSG00000250686.2	KHDRBS2-OT1	lncRNA	1.5395753	0.0
ENSG00000250687.6	NAIPP1	transcribed_unprocessed_pseudogene	14.188224	7.0
ENSG00000250688.1	TRAJ55	TR_J_pseudogene	2.2664092	1.0
ENSG00000250692.1	AC008667.2	lncRNA	0.08494209	0.0
ENSG00000250693.2	RPF2P2	processed_pseudogene	0.25868726	0.0
ENSG00000250694.1	AC010387.1	lncRNA	0.05212355	0.0
ENSG00000250696.5	AC111000.4	lncRNA	197.93147	7.0
ENSG00000250697.2	AC010343.3	lncRNA	3.872587	2.0
ENSG00000250698.1	AC131182.1	lncRNA	98.89768	59.0
ENSG00000250699.1	AP000892.1	lncRNA	2.0337837	1.0
ENSG00000250703.1	AC113347.3	processed_pseudogene	0.112934366	0.0
ENSG00000250704.1	AC105343.1	lncRNA	0.03957529	0.0
ENSG00000250705.1	H3P23	processed_pseudogene	4.180502	2.0
ENSG00000250706.1	AC079340.1	lncRNA	0.36389962	0.0
ENSG00000250708.2	LINC02269	lncRNA	0.35328186	0.0
ENSG00000250709.1	CCDC169-SOHLH2	protein_coding	0.00096525095	0.0
ENSG00000250710.3	OR7E99P	unprocessed_pseudogene	0.06274131	0.0
